customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,is_outlier,Tenure_Group,CLV,TotalServices,AvgMonthlySpend,HasFamilyTies,PremiumCustomer,ContractRiskLevel,PaymentRisk
2983-ZANRP,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,No,0-12 months,147.1,3,72.7,Yes,No,High,Low
7845-URHJN,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,No,0-12 months,161.2,1,19.53125,Yes,No,High,Low
3034-ZBEQN,Female,No,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,No,37+ months,1665.6000000000001,3,33.427083333333336,Yes,No,Medium,Medium
5018-HEKFO,Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,No,0-12 months,245.0,2,27.014999999999997,No,No,High,Medium
2923-ARZLG,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,19.7,No,No,0-12 months,0.0,1,19.7,Yes,No,Medium,Medium
3976-NLDEZ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,No,0-12 months,20.6,1,20.6,No,No,High,Medium
2282-YGNOR,Female,No,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,No,25-36 months,1682.0,5,59.810344827586206,No,No,Medium,Low
5336-UFNZP,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,No,37+ months,6984.25,7,108.42307692307692,Yes,Yes,Medium,High
6854-EXGSF,Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,No,0-12 months,524.0,6,71.64375,No,No,High,Low
1241-EZFMJ,Male,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No,No,37+ months,1552.45,2,25.22295081967213,Yes,No,Low,Low
9233-PSYHO,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,No,37+ months,4506.75,6,99.10666666666667,No,Yes,Medium,Low
5376-PCKNB,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,No,37+ months,7520.400000000001,7,103.59722222222223,Yes,Yes,Medium,Low
8044-BGWPI,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,No,0-12 months,253.79999999999998,1,25.504166666666666,Yes,No,High,High
4060-LDNLU,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,No,0-12 months,673.4,5,91.38571428571429,No,No,High,High
3589-PPVKW,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,No,0-12 months,399.59999999999997,2,38.68333333333333,No,No,High,Medium
8327-LZKAS,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,No,37+ months,4624.65,7,105.43953488372092,Yes,Yes,Medium,High
5887-IKKYO,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,No,37+ months,5472.299999999999,6,95.925,Yes,Yes,Low,Low
1075-BGWOH,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,No,13-24 months,1580.0,6,99.221875,Yes,No,High,High
1755-RMCXH,Male,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,No,0-12 months,40.6,1,20.125,Yes,No,High,Medium
0302-JOIVN,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,No,0-12 months,809.2,6,105.3625,Yes,No,High,High
3858-XHYJO,Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,No,37+ months,4230.0,7,105.71375,Yes,Yes,Medium,Low
4299-SIMNS,Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,No,0-12 months,730.35,4,87.16111111111111,No,No,High,High
7025-IWFHT,Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,No,37+ months,3671.5499999999997,5,90.96951219512195,No,Yes,Medium,High
6261-LHRTG,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,No,25-36 months,1423.5,4,54.111538461538466,No,No,High,Low
7841-FCRQD,Female,No,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,No,25-36 months,1773.75,4,56.28181818181818,Yes,No,Medium,Low
2056-EVGZL,Male,No,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,No,37+ months,7191.0,7,107.68382352941177,Yes,Yes,Medium,Low
8777-MBMTS,Female,Yes,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,No,37+ months,6880.25,7,103.46923076923076,Yes,Yes,Low,Low
7753-USQYQ,Male,No,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,No,37+ months,3531.0,5,65.9509090909091,No,No,Medium,High
5366-IJEQJ,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,No,13-24 months,1774.0,5,88.0725,No,No,High,High
7661-CPURM,Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,No,13-24 months,1666.3,4,90.83947368421053,No,No,Medium,Low
6233-HXJMX,Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,No,37+ months,4018.5,5,93.15888888888888,No,Yes,High,Low
5902-WBLSE,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,No,37+ months,1410.5,1,20.16,Yes,No,Low,Low
1981-INRFU,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,No,0-12 months,159.5,3,82.25,No,No,High,High
4971-PUYQO,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,No,25-36 months,2552.85,5,100.91111111111111,No,Yes,High,Medium
3239-TPHPZ,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,No,0-12 months,240.60000000000002,1,22.045833333333334,Yes,No,Low,High
5115-GZDEL,Male,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,No,37+ months,4838.400000000001,7,64.88472222222222,Yes,No,Low,Low
3338-CVVEH,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,No,0-12 months,1134.6,5,97.79583333333333,No,No,High,High
8485-GJCDN,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,No,0-12 months,345.25,2,63.7,No,No,High,Medium
2615-YVMYX,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,No,37+ months,7632.5,8,108.64154929577465,Yes,Yes,High,High
2851-STERV,Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,No,25-36 months,2555.0,6,70.60714285714286,No,Yes,Medium,High
4393-GEADV,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,No,37+ months,8032.5,9,112.03285714285714,Yes,Yes,Low,Low
8486-AYEQH,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,No,25-36 months,2357.5499999999997,3,71.86451612903227,No,Yes,High,High
1527-SXDPN,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,No,37+ months,5005.0,6,95.96634615384616,Yes,Yes,Low,Low
6029-WTIPC,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,No,37+ months,3740.7,6,101.19054054054054,No,Yes,High,High
8634-CILSZ,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,No,37+ months,7224.3,7,104.64275362318841,No,Yes,Medium,Low
5419-JKZNQ,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,No,25-36 months,2337.0,3,78.38166666666666,Yes,Yes,High,Medium
2495-KZNFB,Female,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,No,25-36 months,2991.4500000000003,5,90.5939393939394,No,Yes,High,High
1409-PHXTF,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,No,37+ months,5964.3,8,112.55092592592592,Yes,Yes,Low,High
4560-WQAQW,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,No,37+ months,4053.3,6,68.99915254237288,No,No,Medium,Low
9591-YVTEB,Male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,No,37+ months,2466.75,4,45.07363636363637,No,No,High,High
9309-BZGNT,Male,Yes,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,No,37+ months,2056.2000000000003,2,30.93188405797102,Yes,No,Medium,Low
4274-DRSQT,Female,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,No,37+ months,5867.400000000001,5,90.91060606060607,No,Yes,Medium,Low
2027-DNKIV,Male,No,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,No,37+ months,2173.75,5,59.54324324324324,Yes,No,Medium,Medium
8075-GXIUB,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,No,0-12 months,178.65,1,20.35,Yes,No,Medium,Low
2885-HIJDH,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,No,37+ months,5996.1,8,89.7695652173913,Yes,Yes,Low,Low
5424-RLQLC,Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,No,0-12 months,596.5,4,63.895,No,No,High,Medium
6682-QJDGB,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,No,37+ months,2210.0,4,53.48,Yes,No,High,Medium
6507-DTJZV,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,No,13-24 months,863.2,4,63.98076923076923,Yes,No,High,Low
8780-IXSTS,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,No,0-12 months,540.5999999999999,5,86.88333333333333,No,No,High,High
7673-BQGKU,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,No,37+ months,1390.35,1,19.384057971014492,Yes,No,Low,Low
6723-WSNTY,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,No,37+ months,7134.599999999999,8,108.81742424242424,Yes,Yes,Medium,Low
9530-EHPOH,Male,No,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,No,0-12 months,591.25,4,55.27272727272727,No,No,High,High
2725-IWWBA,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,No,37+ months,2617.4,5,55.654347826086955,Yes,No,Medium,Medium
0345-HKJVM,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,No,0-12 months,535.8,4,96.26666666666667,No,No,High,High
1061-PNTHC,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,No,37+ months,6137.599999999999,8,106.30357142857143,Yes,Yes,High,Medium
0394-YONDK,Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,No,37+ months,1760.5,2,25.57357142857143,Yes,No,Low,Low
6574-MCOEH,Female,No,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,No,25-36 months,2611.9500000000003,7,76.70909090909092,Yes,Yes,Medium,High
7399-QHBJS,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,No,37+ months,4806.0,6,66.11527777777778,Yes,No,Low,Low
3049-SOLAY,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,No,0-12 months,285.6,5,97.61666666666667,Yes,No,High,High
0997-YTLNY,Female,No,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,No,13-24 months,927.1999999999999,3,50.19210526315789,Yes,No,High,Medium
3317-HRTNN,Female,Yes,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,No,0-12 months,228.5,3,39.6,No,No,High,High
9479-HYNYL,Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,No,37+ months,5729.7,7,80.35281690140846,Yes,Yes,Low,Low
3235-ETOOB,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,No,0-12 months,596.0,3,76.2375,Yes,No,High,High
9708-KFDBY,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,No,0-12 months,20.55,1,20.55,No,No,High,Low
8058-INTPH,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,No,0-12 months,79.65,3,79.65,No,No,High,High
3642-GKTCT,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,No,37+ months,7021.099999999999,9,114.64999999999999,No,Yes,Medium,Medium
0774-RMNUW,Female,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,No,37+ months,4238.7,6,58.06549295774647,Yes,No,Low,Low
1334-PDUKM,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,No,37+ months,5878.6,5,84.74926470588235,Yes,Yes,Medium,Low
0756-MPZRL,Male,No,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,No,37+ months,1550.2,3,33.43152173913043,No,No,Medium,Low
2242-MFOTG,Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,No,25-36 months,2643.2999999999997,4,78.88787878787879,No,Yes,Medium,Low
2927-CVULT,Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,No,37+ months,5514.65,8,105.02641509433961,Yes,Yes,Low,Low
2144-BFDSO,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,No,37+ months,5437.5,8,108.63799999999999,Yes,Yes,High,Low
8745-PVESG,Female,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,No,37+ months,2342.7000000000003,4,39.61842105263158,No,No,Medium,Low
7647-GYYKX,Female,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,No,37+ months,1098.9,1,20.2287037037037,Yes,No,Low,Low
5647-FXOTP,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,No,37+ months,6354.0,7,106.6875,Yes,Yes,High,High
5569-OUICF,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,No,25-36 months,2836.4,6,100.43571428571428,Yes,Yes,High,Low
8821-XNHVZ,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,No,0-12 months,80.05,3,80.05,Yes,No,High,Medium
2082-OJVTK,Male,No,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,No,25-36 months,2586.8,5,93.04655172413793,Yes,Yes,High,High
9700-ISPUP,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,No,0-12 months,655.0,5,61.69,Yes,No,High,High
9839-ETQOE,Male,No,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,No,37+ months,1739.3500000000001,4,44.48488372093023,Yes,No,High,High
6078-VESFR,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,No,13-24 months,915.85,2,65.31538461538462,Yes,No,High,Low
9027-TMATR,Female,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,No,37+ months,3388.4,7,80.47209302325582,Yes,Yes,Low,High
5940-NFXKV,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,No,13-24 months,1589.3500000000001,4,77.14473684210526,Yes,No,High,High
1941-HOSAM,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,No,0-12 months,90.1,4,90.1,Yes,No,High,High
9110-HSGTV,Female,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,No,37+ months,5689.05,7,80.51159420289855,No,Yes,Low,Low
0704-VCUMB,Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,No,37+ months,1235.25,1,20.963934426229507,Yes,No,Low,Low
6171-ZTVYB,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,No,37+ months,2848.75,6,67.61279069767441,Yes,No,High,Low
8053-WWDRO,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,No,0-12 months,117.0,1,24.383333333333336,Yes,No,High,Low
9564-KCLHR,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,No,0-12 months,51.25,3,51.25,No,No,High,Medium
1935-IMVBB,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,No,37+ months,5023.2,4,88.44553571428571,Yes,Yes,High,Medium
2535-PBCGC,Female,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,No,37+ months,4518.5,7,64.35571428571428,Yes,No,Low,Low
2082-CEFLT,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,No,0-12 months,45.6,2,45.6,No,No,High,High
1470-PSXNM,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,No,37+ months,4588.85,6,92.24795918367346,Yes,Yes,Medium,High
1213-NGCUN,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,No,0-12 months,297.9,3,44.55833333333334,No,No,High,Low
2498-XLDZR,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,No,25-36 months,2355.2,7,72.4015625,Yes,Yes,Low,Medium
9866-OCCKE,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,No,37+ months,7902.0,8,112.1576388888889,Yes,Yes,Low,Medium
5338-YHWYT,Male,No,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,No,37+ months,2273.65,5,62.225675675675674,Yes,No,Low,Low
7718-UPSKJ,Female,No,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,No,37+ months,7341.6,7,105.1,Yes,Yes,Medium,Low
8731-WBBMB,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,No,25-36 months,2129.4,7,79.94423076923077,Yes,Yes,High,Low
1448-CYWKC,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,No,37+ months,6101.6,7,107.33448275862068,Yes,Yes,Medium,Low
7901-IIDQV,Male,No,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,No,13-24 months,1310.4,4,51.760416666666664,No,No,Medium,Low
2690-DVRVK,Male,No,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,No,0-12 months,102.75,1,19.89,Yes,No,Medium,High
5688-KZTSN,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,No,13-24 months,300.0,1,19.203333333333333,Yes,No,High,High
1270-XKUCC,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,No,25-36 months,591.0,1,19.975,Yes,No,Low,Medium
0334-ZFJSR,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,No,37+ months,3632.75,6,62.947272727272725,Yes,No,Medium,Low
2894-QOJRX,Female,No,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,No,25-36 months,850.0,2,34.12,Yes,No,High,Low
5747-PMBSQ,Male,Yes,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,No,0-12 months,925.0,6,93.41,Yes,No,High,Medium
5583-EJXRD,Male,No,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,No,37+ months,2378.2,6,53.98181818181818,Yes,No,Low,Low
4565-EVZMJ,Female,No,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,No,37+ months,2768.2999999999997,5,59.85212765957447,No,No,Medium,Medium
